strong	lemma	description_en	description_ja
529	ἀπάντησις	4   ἀπάντησις, -εως, ἡ    (< ἀπαντάω),   [in LXX chiefly for לִקְרַאת;]    usually with v.l., ὑπ-; a meeting; εἰς ἀ., c. gen. or dat., to meet: Mt 25:6 27:32 (WH, txt., omits), Ac 28:15, I Th 4:17 (v. M, Th., in l.; M, Pr., 14, 242; MM, VGT, s.v.; Lft., Notes, 69).†	【語義】出迎え、会うこと。【語源】ἀπαντάω より。【七十人訳】主に לִקְרַאת に対応。【用法】εἰς ἀ.（gen. または dat.を伴い）「会いに」：マタ 25:6、27:32（WHテキストは省略）、使 28:15、テサ一 4:17。
530	ἅπαξ	14   ἅπαξ,     adv.,    [in LXX for אֶחָד, פַּעַם;]    once: II Co 11:25, He 9:26, 27; ἔτι ἅ., He 12:26, 27; ἅ. τ. ἐνιαυτοῦ, He 9:7; καί ἅ. κ. δίς, twice: Phl 4:16, I Th 2:18;     once for all: He 6:4 9:28 10:2, I Pe 3:18, Ju 3, 5 (MM, VGT, s.v.).†	【語義】一度、一度限りに。【七十人訳】אֶחָד、פַּעַם に対応。【用法】①一度：コリ二 11:25、ヘブ 9:26、27；「もう一度」（ἔτι ἅ.）ヘブ 12:26-27；「一年に一度」（ἅ. τ. ἐνιαυτοῦ）ヘブ 9:7；「一度ならず二度まで」（καί ἅ. κ. δίς）ピリ 4:16、テサ一 2:18。②一度限りに：ヘブ 6:4、9:28、10:2、ペテ一 3:18、ユダ 3、5。
531	ἀπαράβατος	1   *† ἀ-παρά-βατος, -ον    (< παραβαίνω),    inviolable, and so unchangeable: He 7:24 (v. Westc., in l.; Cremer, 653; MM, VGT, s.v.).†	【語義】変わることのない、永遠に続く。【語源】παραβαίνω の否定形。【新約用例】ヘブ 7:24（永遠に続く祭司職）。
532	ἀπαρασκεύαστος	1   * ἀ-παρα-σκεύαστος, -ον    (< παρασκευάζω),    unprepared: II Co 9:4.†	【語義】準備のできていない。【語源】παρασκευάζω の否定形。【新約用例】コリ二 9:4。
533	ἀπαρνέομαι	11   ἀπ-αρνέομαι (-οῦμαι) depon.,    [in LXX: Is 31:7 (מאס)*;]    to deny, i.e. to refuse to recognize, to ignore: c. acc., of oneself (DCG, ii, 598 f.), Mt 16:24, Mk 8:34 (MM, VGT, s.v.), Lk 9:23 (WH, mg., txt., ἀρν-) of Peter's denials of Christ, Mt 26:34, 35, 75, Mk 14:30, 31, 72, Lk 22:34, 61; pass., Lk 12:9 (Cremer, 111).†	【語義】拒む、否む、知らないと言う。【七十人訳】イザ 31:7。【用法】①自分を否む（ἑαυτόν acc.）：マタ 16:24、マコ 8:34、ルカ 9:23。②ペテロがキリストを否む：マタ 26:34、35、75、マコ 14:30、31、72、ルカ 22:34、61；受動的：ルカ 12:9。
534	ἀπάρτι	1   * ἀπάρτι (WH, ἀπ᾽ ἄρτι; cl., ἀπαρτί, v. MM, VGT, s.v.);   adv.,      [not in LXX, where מֵעַתָּה is rendered by ἀπὸ τοῦ νῦν;]    from now, henceforth: Jo 13:19 14:7, Re 14:13.†	【語義】今から、これから（副詞）。WHは ἀπ᾽ ἄρτι と分ける。【新約用例】ヨハ 13:19、14:7、黙 14:13。
535	ἀπαρτισμός	1   *† ἀπαρτισμός, -οῦ, ὁ    (< ἀπαρτίζω, to finish),    completion: Lk 14:28 (cf. MM, VGT, s.v.).†	【語義】完成、仕上げ。【語源】ἀπαρτίζω（完成する）より。【新約用例】ルカ 14:28（「完成させる」）。
536	ἀπαρχή	9   ἀπ-αρχή, -ῆς, ἡ    (< ἀπάρχομαι, to make a beginning in sacrifice, offer first fruits),   [in LXX chiefly for תְּרוּמָה, רֵאשִׁית;]      the beginning of a sacrifice.     first fruits: τοῦ φυράματος (cf. Nu 15:20), Ro 11:16. Metaph., ἀ. τοῦ πνεύματος: Ro 8:23; of Christians: Ro 16:5, I Co 16:15, II Th 2:13 (WH, mg., R, mg., txt., ἀπ᾽ ἀρχῆς; v. Lft., Notes, 119 f.), Ja 1:18, Re 14:4; of Christ: I Co 15:20, 23 (Cremer, 117; MM, VGT, s.v.).†	【語義】初穂、初物。【語源】ἀπάρχομαι（まず供える）より。【七十人訳】主に תְּרוּמָה、רֵאשִׁית に対応。【用法】①本来は祭儀的な最初の供え物。②初穂（比喩的に）：「こねた粉の初穂」（ロマ 11:16）；「御霊の初穂」（Ro 8:23）；信者について：ロマ 16:5、コリ一 16:15、テサ二 2:13、ヤコ 1:18、黙 14:4；キリストについて：コリ一 15:20、23。
537	ἅπας	34   ἅπας, -ασα, -αν    (strengthened form of πᾶς, v.s. ἅ-),    all, the whole, altogether: bef. subst. with art., as Lk 3:21; or after, as Mk 16:[15]; absol., in masc., as Lk 5:26; in neut., as Ac 2:44; ἅ. οὗτοι, Ac 2:7 (LT); ἅ. ὑμεῖς, Ga 3:28 (TTr.). Most freq. in Lk, Ac (v. MM, VG, s.v.).	【語義】全ての、全体の（πᾶς の強意形）。【新約用例】ルカ 3:21 等；男性で「全ての人々」ルカ 5:26；中性で「全てのもの」使 2:44；最頻出はルカ・使。
538	ἀπατάω	3   ἀπατάω, -ῶ    (< ἀπάτη),   [in LXX for פּתה, נשׁא hi., etc.;]    to deceive: c. acc., Ja 1:26; c. acc. pers., dat. rei, Eph 5:6; pass., I Ti 2:14 (on its infrequency in late writers, v. MM, VGT, s.v.; cf. ἐξαπατάω).†	【語義】欺く。【語源】ἀπάτη より。【七十人訳】פּתה、נשׁא hi. 等に対応。【用法】acc.：ヤコ 1:26；acc.と dat.：エペ 5:6；受動的：テモ一 2:14（cf. ἐξαπατάω）。
539	ἀπάτη	7   ἀπάτη, -ης, ἡ,    [in LXX: Ec 9:6 א (no Heb. equiv.), Jth 9:3, 10, 13 16:8, IV Mac 18:8*;]    deceit, deceitfulness: Col 2:8; τοῦ πλούτου, Mt 13:22, Mk 4:19 (MM, VGT, s.v.); τῆς ἀδικίας, II Th 2:10; τῆς ἁμαρτίας, He 3:13; αἱ ἐπιθυμίαι τῆς ἀ., Eph 4:22. pl., ἀπάται (v. M, II Th. 2:10; NTD, 75; MM, VGT, s.v.): II Pe 2:13 (WH, mg., R., txt., ἐν ἀγάπαις).†	【語義】欺き、偽り、惑わし。【七十人訳】ユデ 9:3、10、13、16:8、マカ四 18:8 等。【新約用例】「富の惑わし」（τοῦ πλούτου）マタ 13:22、マコ 4:19；「不義の欺き」（τῆς ἀδικίας）テサ二 2:10；「罪の惑わし」（τῆς ἁμαρτίας）ヘブ 3:13；「欲の情欲」（ἐπιθυμίαι τῆς ἀ.）エペ 4:22；コロ 2:8。
540	ἀπάτωρ	1   * ἀπάτωρ, -ορος, ὁ, ὴ    (< ἀ- neg., πατήρ);      fatherless.     without father (MM, VGT, s.v.), i.e., with no recorded genealogy: He 7:3.†	【語義】父のない、系図に父の記録がない。【語源】πατήρ の否定形。【新約用例】ヘブ 7:3（系図に父が記されていないとして）。
541	ἀπαύγασμα	1   **† ἀπ-αύγασμα, -τος, τό    (< αὐγή, brightness, whence ἀπαυγάζω, to radiate or reflect),   [in LXX: Wi 7:26*;]    of light beaming from a luminous body, radiance, effulgence: He 1:3.†	【語義】輝き、光の反映。【語源】αὐγή（輝き）より、ἀπαυγάζω（放射する・反射する）より。【七十人訳】知 7:26。【新約用例】ヘブ 1:3（神の栄光の輝き）。
542	ἀπεῖδον	0 (KJV)   ἀπ-εῖδον (WH, ἀφ-, ν. Bl., § 4, 3),   2 aor. without present in use (cf. εἶδον), serving as aor. to ἀφοράω, q.v.	【基本義】見た（第二アオリスト、現在形なし）。cf. ἀφοράω。
543	ἀπείθεια	7   ** ἀπείθεια    (WH, -θία, exc. He 4:6, 11), -ας, ἡ (< ἀπειθής),   [in LXX IV Mac 8:9, 18 12:4*;]      disobedience (MM, VGT, s.v.): Ro 11:30, 32, He 4:6, 11; υἱοὶ τῆς ἀ. (gen. of definition, v. M, Pr., 73 f.), Eph 2:2 5:6, Col 3:6 (T, WH, R, mg., omit).†	【語義】不従順、反抗。【語源】ἀπειθής より。【七十人訳】マカ四 8:9、18、12:4。【新約用例】ロマ 11:30、32、ヘブ 4:6、11；「不従順の子ら」（υἱοὶ τῆς ἀ.）エペ 2:2、5:6、コロ 3:6。
544	ἀπειθέω	14   ἀπειθέω, -ῶ    (< ἀπειθής),   [in LXX for מרה, סרר, etc.;]    as in cl. (MM, VGT, s.v.); to disobey, be disobedient: absol., Ac 14:2 19:9, Ro 10:21 11:31 15:31, He 3:18 11:31, I Pe 3:20; c. dat., Jo 3:36, Ro 2:8 11:30, I Pe 2:8 3:1 4:17 (Cremer, 475).†	【語義】従わない、不従順である。【語源】ἀπειθής より。【七十人訳】מרה、סרר 等に対応。【用法】絶対用法：使 14:2、19:9、ロマ 10:21、11:31、15:31、ヘブ 3:18、11:31、ペテ一 3:20；dat.：ヨハ 3:36、ロマ 2:8、11:30、ペテ一 2:8、3:1、4:17。
545	ἀπειθής	6   ἀπειθής, -ές    (< πείθομαι),   [in LXX for מרה, מְרִי, סרר;]    disobedient: absol., Lk 1:17, Tit 1:16 3:3; c. dat., Ac 26:19, Ro 1:30, II Ti 3:2.†	【語義】従わない、反抗的な。【語源】πείθομαι より。【七十人訳】מרה、מְרִי、סרר に対応。【用法】絶対用法：ルカ 1:17、テト 1:16、3:3；dat.：使 26:19、ロマ 1:30、テモ二 3:2。
546	ἀπειλέω	2   ἀπειλέω, -ῶ        (ἀπειλή),   [in LXX: Na 1:4 (גּער), Is 66:14 (זעם), Si 19:17, al.;]    to threaten: I Pe 2:23; mid., Ac 4:17 (v. MM, VGT, s.v., and cf. προσαπειλέω).†	【語義】脅す、おどす。【語源】ἀπειλή より。【七十人訳】ナホ 1:4、イザ 66:14、シラ 19:17 等。【用法】ペテ一 2:23；中動相：使 4:17（cf. προσαπειλέω）。
547	ἀπειλή	3   ἀπειλή, -ῆ, ἡ,    [in LXX for גְּעָרָה, etc.;]    threatening, threat: Ac 4:29 9:1, Eph 6:9.†	【語義】脅し、おどし。【七十人訳】גְּעָרָה 等に対応。【新約用例】使 4:29、9:1、エペ 6:9。
548	ἄπειμι	8   ἄπ-ειμι    (εἰμί, sum),   [in LXX for כּחד ni., נדח ni.;]    to be absent: I Co 5:3, II Co 10:1, 11 13:2, 10, Phl 1:27, Col 2:5.†	【語義】不在である、離れている。【七十人訳】כּחד ni.、נדח ni. に対応。【新約用例】コリ一 5:3、コリ二 10:1、11、13:2、10、ピリ 1:27、コロ 2:5。
549	ἄπειμι_2	8 * ἄπ-ειμι    (εἶμι, ibo),    to depart: Ac 17:10.†	【語義】立ち去る、出発する（ibo 型）。【新約用例】使 17:10。
550	ἀπεῖπον	1   ἀπ-εῖπον, 2 aor. without present in use     [in LXX for מָאַס, אָמַר, etc.;]      to tell out.     to forbid (III Ki 11:2).     to renounce: 1 aor. mid. (WH, App., 164; MM, VGT, s.v.), II Co 4:2.†	【語義】拒絶する、断念する（第二アオリスト、現在形なし）。【七十人訳】מָאַס、אָמַר 等に対応。【用法】①言い知らせる。②禁じる（王上 11:2）。③放棄する（第一アオリスト中動相、WHによる）：コリ二 4:2。
551	ἀπείραστος	1 *† ἀπείραστος, -ον    (< πειράζω; for cl. ἀπείρητος, < πειράω),    untempted, untried, without experience: Ja 1:13 (v. Hort, in l.; MM, VGT, s.v.).†	【語義】試みることができない、誘惑されない。【語源】πειράζω の否定形。【新約用例】ヤコ 1:13（神は悪に試みられることがない）。
552	ἄπειρος	1   ἄπειρος, -ον    (< ἀ- neg., πεῖρα, trial),   [in LXX: Nu 14:23, Za 11:15 (אֱוִילִי), Je 2:6 (עֲרָבָה)*;]    without experience of: c. gen. rei, He 5:13 (MM, VGT, s.v.).†	【語義】経験のない、不慣れな。【語源】πεῖρα（試み）の否定形。【七十人訳】民 14:23、ゼカ 11:15、エレ 2:6。【用法】gen.：ヘブ 5:13（義の言葉に不慣れな）。
553	ἀπεκδέχομαι	8   *† ἀπ-εκ-δέχομαι, depon.,     to await or expect eagerly (Lft., Notes, 149; MM, VGT, s.v.): absol., I Pe 3:20; c. acc. rei, Ro 8:19, 23, 25, I Co 1:7, Ga 5:5; c. acc. pers., Phl 3:20, He 9:28.†	【語義】熱心に待ち望む、期待する。【用法】絶対用法：ペテ一 3:20；acc.：ロマ 8:19、23、25、コリ一 1:7、ガラ 5:5；acc.（人）：ピリ 3:20、ヘブ 9:28。
555	ἀπέκδυσις	1   *† ἀπ-έκ-δυσις, -εως, ἡ    (ἀπεκδύω),      a putting or stripping off: Col 2:11 (MM, VGT, s.v.).†	【語義】脱ぎ捨てること。【語源】ἀπεκδύω より。【新約用例】コロ 2:11（肉の体を脱ぎ捨てること）。
554	ἀπεκδύω	2 *† ἀπ-εκ-δύω,     to strip off clothes or arms; mid., to strip off from oneself: Col 3:9; to strip, despoil (mid, for act., ICC, in l.; but cf. Lft., Ellic.), Col 2:15.†	【語義】脱ぎ捨てる。【用法】①中動相：自分から脱ぎ捨てる（コロ 3:9）。②剥ぎ取る（コロ 2:15）。
556	ἀπελαύνω	1   ἀπ-ελαύνω,    [in LXX for נצל, שׁלח;]    to drive away: Ac 18:16 (MM, s.v.).†	【語義】追い払う。【七十人訳】נצל、שׁלח に対応。【新約用例】使 18:16。
557	ἀπελεγμός	1   *† ἀπ-ελεγμός, -οῦ, ὁ    (< ἀπελέγχω, to convict, refute),    refutation, disrepute: ἐλθεῖν εἰς ἀ., Ac 19:27 (not elsewhere; v. MM, s.v.).†	【語義】論駁、評判の失墜。【語源】ἀπελέγχω（反論する・論駁する）より。【新約用例】使 19:27（「不名誉になるだろう」）。
558	ἀπελεύθερος	1   * ἀπ-ελεύθερος, -ου, ὁ, ἡ,     a freedman: τ. κυρίου (MM, s.v.), I Co 7:22.†	【語義】解放奴隷、自由人。【新約用例】テモ一（コリ一）7:22（「主にあって自由人」）。
559	Ἀπελλῆς	1   Ἀπελλῆς, -οῦ, acc. -ῆν (MM, s.v.), ὁ,     Apelles: Ro 16:10.†	【人物】アペレス：ロマ 16:10。
560	ἀπελπίζω	1   † ἀπ-ελπίζω,    [in LXX: Is 29:19 (אֶבְיוֹן), Jth 9:11, Es 4:17, Si 22:21 27:21, II Mac 9:18*;]      to give up in despair, despair of (Polyb., Diod., LXX).     to hope to receive from or in return (Field, Notes, 59; Cremer, 712; Soph., Lex., s.v.): c. acc. (M; Pr., 65; MM, s.v.), Lk 6:35.†	【語義】見返りを期待する（Field 他の解釈）；絶望する（一般的解釈）。【七十人訳】イザ 29:19、ユデ 9:11 等。【用法】①古典では絶望する。②後期用例では「期待して回収する」：acc.を伴い：ルカ 6:35（「返ってくることを望まずに貸せ」または「絶望せずに貸せ」）。
561	ἀπέναντι	5   † ἀπ-έναντι,   adv. c. gen. (Hellenistic, common in LXX);     over against (MM, s.v.): Mt 27:61, Mk 12:41, WH, mg.     before, in the presence of: Mt 27:24 (WH, mg.), Ac 3:16, Ro 3:18.     against: Ac 17:7.†	【語義】向かいに、面前に、〜に反して（副詞、gen. を伴う）。ヘレニズム語、七十人訳に多用。【用法】①向かいに：マタ 27:61、マコ 12:41（WH欄外）。②前に、面前に：マタ 27:24（WH欄外）、使 3:16、ロマ 3:18。③〜に反して：使 17:7。
562	ἀπέραντος	1   ἀπέραντος, -ον    (< περαίνω, to complete, finish),   [in LXX: Jb 36:26 (חֵקֶר אֵין), III Mac 2:9*;]    endless, interminable: I Ti 1:4.†	【語義】果てしない、無限の。【語源】περαίνω（完結する）の否定形。【七十人訳】ヨブ 36:26、マカ三 2:9。【新約用例】テモ一 1:4（「果てしない系図」）。
563	ἀπερισπάστως	1 *† ἀπερισπάστως,     adv.    (< περισπάω; the adj. occurs in Wi 16:11 Si 41:1);    without distraction: I Co 7:35.†	【語義】気を散らすことなく（副詞）。【語源】περισπάω の否定形（形容詞は知 16:11、シラ 41:1 に見られる）。【新約用例】コリ一 7:35（「心を分けることなく」）。
564	ἀπερίτμητος	1   † ἀ-περί-τμητος, -ον    (< περιτέμνω),   [in LXX chiefly for עָרֵל;]    uncircumcised; metaph. (τ.) καρδίαις (cf. Je 9:26, al.): Ac 7:51. (ἄσημος, found in π., appears to have been the word used by Greek-speaking Egyptians: v. Deiss., BS, 153; cf. also Cremer, 885; MM, s.v.)†	【語義】割礼を受けていない（比喩的に）。【語源】περιτέμνω の否定形。【七十人訳】主に עָרֵל に対応。【用法】比喩的に（心について）（エレ 9:26 参照）：使 7:51（「心と耳に割礼を受けていない者たち」）。
565	ἀπέρχομαι	126   ἀπ-έρχομαι,    [in LXX chiefly for הלךְ;]      to go away, depart (also, in late writers, with "perfective" force, to arrive at a destination, the    thought being carried on to the goal; M, Pr., 111 f., 247; MM, s.v.);       absol.: Mt 13:25, al.; ptcp., ἀπελθών, used pleonastically with other verbs as in Heb. (Dalman, Words, 21), Mt 13:28, al.;       with mention of place or person: εἰς, Mt 14:15; ἐπί, Lk 24:24; πρός, Re 10:9; ἀπό, Lk 1:38; ἐξω, Ac 4:15; ἐκεῖ, Mt 2:22.          As in LXX, seq. ὀπίσω, c. gen. (Heb. הָלַךְ אַחֲרֵי), to go after, follow: Mk 1:20, Jo 12:19; metaph., Mk 1:42, Re 21:1.	【語義】立ち去る、去る。【七十人訳】主に הלךְ に対応。【用法】絶対用法：マタ 13:25 等；分詞 ἀπελθών がヘブライ語的用法で他の動詞と冗語的に：マタ 13:28 等；場所や人について：εἰς（マタ 14:15）；ἐπί（ルカ 24:24）；πρός（黙 10:9）；ἀπό（ルカ 1:38）；ὀπίσω c.gen.（ヘブライ語的に「後に従う」）：マコ 1:20、ヨハ 12:19；比喩的：マコ 1:42、黙 21:1。
